Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
19-132,245.1,38.9,49.2,579.99,15.68,40.51851851851852,53.7037037037037,1.0,0.0,1.0,1.0,0.0,2.71,74.0,15.5,21.58333333333333,40.29411764705883,23.538461538461537,156.0,124.75,77.33333333333333,54.8,51.4,7.804,6.473999999999999,3.0,59.51,58.75,27.0,27.05,20.0,20.0,141.9318181818182,47.47727272727273,37.45454545454545,20.75,13.467963205748505,86.74835815777897,8.25,11.974999999999998,4.2749999999999995,0.2,0.1875,1.475,0.7000000000000001,35.025,35.25,48.05,40.0,40.0,38.0,45.0,51.0,39.5,50.0,50.0,45.5,54.75,55.25,50.0,58.5,60.5,54.75,57.75,64.25,58.75,67.5,71.5,65.75
19-133,248.2,38.0,71.5,592.49,15.52,40.53846153846154,53.84615384615385,1.0,0.0,0.0,1.0,0.0,2.92,102.0,17.5,22.0,66.6875,21.33333333333333,290.4,155.6,113.0,83.66666666666667,72.0,8.976666666666667,6.652222222222223,2.8,59.51,56.5,26.75,27.05,18.75,19.75,142.11499999999995,47.43,40.0,20.65,12.989899762478215,86.7483571190328,6.4,12.14,4.24,0.13999999999999999,0.184,1.2200000000000002,0.7799999999999999,34.17999999999999,34.339999999999996,47.440000000000005,40.0,40.0,38.0,44.8,49.8,39.8,50.2,50.6,45.2,55.0,56.0,50.8,59.0,59.8,55.0,59.2,63.0,58.6,67.6,71.6,64.8
19-134,259.8,40.8,59.4,534.1,14.86,40.92307692307692,53.84615384615385,1.0,0.0,1.0,1.0,0.0,3.18,37.0,37.5,0.0,52.06666666666667,18.363636363636363,191.83333333333331,103.6,80.25,100.5,41.66666666666666,8.46888888888889,6.821111111111112,3.02,59.51,55.2,26.9,26.76,19.1,20.0,142.0909090909091,48.35,40.68181818181818,20.477272727272727,13.471096850881109,87.7483571190328,2.8333333333333335,12.100000000000001,4.216666666666666,0.13333333333333333,0.18166666666666664,1.3333333333333333,0.7166666666666667,34.63333333333333,34.68333333333333,47.86666666666667,40.0,40.0,38.0,45.0,49.666666666666664,39.833333333333336,50.166666666666664,50.5,44.333333333333336,54.666666666666664,54.833333333333336,49.666666666666664,59.0,59.833333333333336,54.666666666666664,60.833333333333336,62.333333333333336,58.666666666666664,68.5,70.33333333333333,64.66666666666667
19-135,247.6,37.1,46.0,526.74,15.7,42.30769230769231,53.84615384615385,1.0,1.0,1.0,1.0,0.0,2.84,48.0,26.0,6.5,58.78571428571429,22.0,274.8333333333333,166.83333333333334,69.75,120.5,56.8,8.074000000000002,6.222,2.87,59.51,61.67,26.67,24.77,18.5,20.0,142.06363636363633,48.040909090909096,39.90909090909091,21.0,14.482796486577115,86.7483571190328,4.4,12.22,4.2,0.1,0.188,1.22,0.72,34.12,34.239999999999995,47.42,40.0,40.0,38.0,44.666666666666664,50.0,39.666666666666664,50.666666666666664,50.333333333333336,44.5,55.5,54.333333333333336,49.833333333333336,59.5,60.666666666666664,55.0,60.0,63.5,58.166666666666664,68.33333333333333,70.83333333333333,63.833333333333336
19-136,281.1,44.1,71.8,558.2,15.2,40.61538461538461,53.84615384615385,1.0,1.0,1.0,0.0,0.0,3.02,50.0,21.0,20.5,33.54545454545455,20.4,165.25,422.0,49.0,56.0,68.0,8.155555555555555,6.616666666666666,2.92,59.51,59.0,26.9,26.74,20.0,20.0,142.07999999999996,47.605,39.5,20.725,14.471096850881109,87.74835710844627,5.0,11.725000000000001,4.2,0.1,0.1925,1.9,0.75,34.825,34.925,48.2,40.4,34.0,36.8,45.0,49.8,40.0,49.4,50.0,44.6,52.6,54.0,49.6,58.6,59.6,54.6,59.8,63.6,58.2,69.0,72.6,63.8
19-137,268.5,39.0,71.1,605.61,15.92,41.84615384615385,53.84615384615385,1.0,1.0,0.0,1.0,0.0,3.12,55.0,61.0,23.0,28.75,25.42857142857143,423.75,180.5,163.5,153.33333333333334,72.0,8.653333333333334,6.287777777777778,2.96,59.51,56.6,26.9,26.88,18.9,19.3,142.07142857142853,47.26190476190475,40.047619047619044,20.761904761904766,14.45939721518522,88.74835710568277,4.6,11.84,4.24,0.12000000000000002,0.186,1.9,0.74,35.019999999999996,35.28,48.17999999999999,40.0,40.0,38.0,45.0,49.4,39.4,50.0,50.6,44.6,55.2,54.8,49.8,59.6,59.6,54.8,60.2,63.4,58.2,68.6,70.6,64.8
19-138,261.9,39.5,47.4,569.17,14.44,41.38461538461539,54.23076923076923,1.0,1.0,1.0,1.0,0.0,3.0,30.0,57.5,23.5,42.142857142857146,15.454545454545455,144.2,63.75,53.5,57.25,29.75,8.379999999999999,6.635000000000001,3.0,59.51,65.5,26.5,26.65,19.0,19.25,142.035,47.55500000000001,40.6,20.7,13.424423725120391,88.7483571190328,3.75,11.8,4.225,0.125,0.1925,1.9,0.7749999999999999,35.400000000000006,35.7,48.400000000000006,40.0,40.0,38.0,45.0,49.0,40.0,50.0,50.75,45.5,55.0,55.0,50.0,59.25,60.25,54.75,60.0,63.75,58.0,68.5,70.5,63.75
19-139,269.4,40.7,47.0,603.91,14.87,37.629629629629626,53.7037037037037,1.0,0.0,1.0,1.0,0.0,2.99,152.0,19.0,23.33333333333333,28.45454545454545,20.545454545454547,231.8,107.0,81.66666666666667,71.0,46.0,8.5575,6.7725,2.85,59.51,58.5,26.75,26.05,19.75,20.0,142.1,47.09,40.25,20.625,13.287997371449196,89.49671436256813,6.25,11.975,4.425000000000001,0.125,0.195,1.9,0.75,32.55,35.075,47.875,40.0,40.0,34.5,45.5,46.0,40.0,50.25,50.0,45.25,55.0,55.0,50.0,58.75,60.0,55.0,58.25,61.75,55.75,69.25,70.75,64.5
19-140,241.0,39.3,47.5,586.95,15.1,42.88,54.4,1.0,0.0,0.0,1.0,0.0,3.2,152.0,30.5,23.0,47.16666666666666,18.8,348.8,86.5,83.5,55.75,41.5,8.862222222222222,6.565555555555556,3.0,59.51,57.75,26.75,25.83,19.88,20.0,142.0333333333334,46.62380952380953,40.285714285714285,20.666666666666668,12.954935997680936,86.7483576643026,1.75,11.875,4.2,0.1,0.19,1.9,0.6749999999999999,35.15,35.625,47.875,40.0,40.0,38.25,45.0,48.75,39.5,50.0,50.0,45.0,55.0,54.5,49.75,58.5,59.5,54.75,58.25,63.0,56.75,67.75,70.5,64.0
19-141,261.4,42.0,39.1,544.39,14.42,37.7037037037037,53.7037037037037,1.0,1.0,1.0,1.0,0.0,2.84,100.0,28.0,0.0,34.0,21.0,210.33333333333331,88.66666666666669,67.0,51.5,34.6,8.75111111111111,6.34,3.0,59.51,61.0,26.75,26.88,14.88,14.88,142.0818181818182,47.05,40.18181818181818,20.5,13.465540129228827,89.49671523038614,4.25,11.975,4.25,0.1,0.19,1.9,0.7250000000000001,35.474999999999994,36.025000000000006,48.125,40.0,41.0,37.5,45.0,47.75,39.5,50.0,50.0,45.5,55.0,55.25,50.25,58.5,59.75,54.75,58.75,63.0,56.75,67.5,69.75,64.75
19-142,273.8,41.1,50.5,597.01,15.31,40.51851851851852,53.7037037037037,1.0,1.0,1.0,1.0,0.0,2.99,247.0,28.5,20.75,39.769230769230774,20.90909090909091,182.6,75.4,83.75,77.0,53.5,8.059999999999999,6.357777777777778,3.24,59.51,59.6,26.9,27.06,20.0,20.0,142.11999999999995,48.35,42.45,20.5,13.447990675684936,89.49671647133528,4.25,11.75,4.35,0.1,0.19,1.9,0.875,36.075,36.425,48.375,40.0,40.0,38.0,45.0,49.75,39.25,49.5,50.25,44.5,55.0,54.25,49.5,59.0,60.0,54.25,59.25,62.5,57.25,67.75,70.5,64.25
19-143,270.7,41.6,57.1,579.04,14.87,41.15384615384615,51.53846153846154,1.0,0.0,0.0,1.0,0.0,3.02,44.0,33.5,21.25,41.18181818181818,22.9,181.6,135.0,58.75,64.0,61.0,8.664999999999997,6.561,3.04,59.51,60.16,26.9,27.22,19.4,19.4,142.13636363636363,47.53636363636363,42.68181818181818,20.5,13.432133283686085,88.7483571077878,4.0,11.850000000000001,4.233333333333333,0.13333333333333333,0.19666666666666666,1.9000000000000001,0.8833333333333333,35.766666666666666,35.93333333333333,48.083333333333336,40.0,40.833333333333336,38.5,45.333333333333336,48.0,39.833333333333336,49.666666666666664,50.166666666666664,45.0,55.0,55.166666666666664,49.833333333333336,60.166666666666664,60.0,54.833333333333336,61.333333333333336,64.16666666666667,58.0,69.16666666666667,70.0,64.66666666666667
19-144,279.2,41.7,63.4,572.86,14.0,41.0,53.84615384615385,1.0,0.0,0.0,1.0,0.0,3.01,44.0,23.0,22.16666666666667,55.78571428571429,31.142857142857146,215.8,95.25,54.33333333333334,77.0,40.0,8.79375,6.32625,3.23,59.51,56.0,26.67,26.17,19.67,19.67,142.2190476190476,47.65714285714286,42.23809523809524,20.404761904761905,13.951124320817597,88.74835712231017,4.166666666666667,12.083333333333334,4.25,0.09999999999999999,0.19833333333333333,1.9000000000000001,0.8666666666666667,35.650000000000006,35.71666666666667,48.416666666666664,40.0,40.0,38.0,45.666666666666664,47.833333333333336,39.666666666666664,50.0,50.0,45.166666666666664,54.666666666666664,55.0,49.666666666666664,60.166666666666664,60.5,54.833333333333336,60.833333333333336,63.0,57.666666666666664,68.16666666666667,69.66666666666667,64.66666666666667
19-145,269.5,40.7,69.2,587.92,15.7,41.53846153846154,53.84615384615385,1.0,0.0,0.0,1.0,0.0,2.82,52.0,78.0,22.16666666666667,59.214285714285715,20.181818181818183,234.4,195.4,73.0,72.75,73.25,8.242727272727274,6.372727272727274,3.0,59.51,58.2,26.7,27.08,19.6,19.6,141.945,48.855,42.6,20.425,12.459815728403726,84.74835819172813,3.8,12.0,4.3,0.1,0.2,1.56,0.9199999999999999,34.739999999999995,34.879999999999995,47.39999999999999,40.0,40.0,38.0,45.6,48.0,39.2,50.0,50.2,45.0,54.6,55.0,49.8,58.8,60.0,54.2,58.4,62.8,56.8,67.8,70.0,63.6
19-146,252.8,38.7,48.1,557.03,15.64,40.92307692307692,53.84615384615385,1.0,1.0,0.0,0.0,0.0,2.98,51.0,39.0,0.9166666666666666,67.75,18.90909090909091,192.5,155.8,69.0,54.16666666666666,43.0,8.187,6.508,3.5,59.51,54.62,26.62,26.98,19.62,20.0,142.14761904761906,47.99047619047618,42.476190476190474,20.285714285714285,14.961695915483348,89.49671652152391,2.0,11.875,4.3,0.125,0.2,1.9,0.725,35.475,35.725,47.9,40.0,40.0,38.0,45.0,48.666666666666664,43.666666666666664,50.333333333333336,48.666666666666664,47.333333333333336,55.333333333333336,53.333333333333336,53.333333333333336,60.333333333333336,58.0,54.666666666666664,60.666666666666664,64.0,56.0,68.66666666666667,72.0,65.33333333333333
19-147,259.8,41.0,53.9,584.36,16.32,41.23076923076923,53.84615384615385,1.0,0.0,0.0,1.0,0.0,3.16,50.0,41.5,1.75,31.16666666666667,19.0,293.0,263.25,92.4,75.75,68.25,9.02090909090909,6.64,3.0,59.51,58.55,26.75,27.48,19.5,19.5,142.04999999999995,49.49545454545454,40.86363636363637,20.25,13.454257965950148,86.74835716352936,2.75,12.05,4.275,0.15,0.2,1.9,0.8250000000000001,35.5,35.599999999999994,45.975,40.0,40.0,37.25,45.5,46.5,39.5,49.25,50.25,44.0,55.0,55.5,49.5,59.0,60.5,55.25,61.0,64.5,58.5,69.25,71.0,64.0
19-149,246.6,39.4,62.7,599.27,15.18,44.0,53.7037037037037,1.0,0.0,1.0,1.0,0.0,2.9,59.0,57.0,0.25,37.0,22.363636363636363,186.6,131.0,85.66666666666667,76.25,41.66666666666666,8.29,6.76,3.25,59.51,59.58,26.88,27.3,20.0,20.0,142.05238095238096,52.1952380952381,43.66666666666666,19.952380952380953,13.443122350769157,88.2483571356579,2.4,12.099999999999998,4.220000000000001,0.13999999999999999,0.20400000000000001,1.9,0.7799999999999999,35.239999999999995,35.519999999999996,47.88,40.0,40.0,40.0,45.0,47.2,39.8,49.6,50.4,45.0,55.2,55.0,50.0,59.4,60.0,55.0,59.6,63.2,59.0,68.2,70.0,63.4
19-151,265.3,40.4,43.5,580.19,16.94,39.76923076923077,53.84615384615385,1.0,1.0,0.0,1.0,0.0,3.11,74.0,13.0,3.0,42.230769230769226,19.09090909090909,166.6,72.0,65.5,51.0,38.4,7.630000000000002,6.307500000000001,3.0,59.51,58.82,26.9,26.84,14.8,19.3,143.31666666666666,49.95,45.5,19.95833333333333,13.436708512406142,88.74835826189518,1.5,11.825,4.2749999999999995,0.1,0.22,1.9,0.825,36.175,36.7,47.425,40.0,42.5,39.5,44.75,49.0,40.0,50.0,50.0,45.25,55.0,54.5,50.0,60.25,59.25,55.0,62.5,62.75,58.0,70.75,72.0,65.25
19-152,254.9,37.2,41.3,591.52,15.5,42.0,54.23076923076923,1.0,0.0,0.0,1.0,0.0,3.26,127.0,42.5,0.5,15.545454545454545,24.09090909090909,193.8,108.2,67.25,69.66666666666667,51.33333333333334,8.331000000000001,6.228999999999999,2.8,59.51,55.33,26.67,27.2,19.33,19.5,148.34499999999997,50.93,46.0,19.85,12.886169685736833,86.74835824964201,3.0,11.9,4.225,0.1,0.2175,1.4749999999999999,0.8,35.5,36.05,46.6,40.0,40.0,39.0,45.25,49.75,39.75,50.0,50.25,44.75,54.5,54.0,50.0,59.0,59.75,54.75,59.0,62.25,57.5,69.0,72.25,64.25
19-156,259.3,39.9,45.4,592.67,18.95,46.592592592592595,53.7037037037037,1.0,0.0,1.0,0.0,0.0,3.18,26.0,65.0,6.25,37.53846153846154,20.545454545454547,147.42857142857142,114.5,52.33333333333334,71.5,36.0,8.623076923076923,6.405384615384615,3.0,59.51,57.92,26.75,27.4,20.5,20.5,146.5740740740741,48.71481481481482,44.03703703703704,20.11111111111111,14.44897216861716,83.74835711059859,7.6,12.180000000000001,4.28,0.1,0.22600000000000003,1.9,0.74,34.62,35.22,45.94,40.0,40.0,38.8,45.0,49.2,39.8,50.0,50.0,145.0,55.0,55.2,49.8,58.4,60.0,54.6,57.6,63.2,57.2,68.2,70.0,64.6
19-157,258.7,38.8,49.9,580.07,17.85,44.22222222222222,53.7037037037037,1.0,0.0,0.0,1.0,0.0,2.95,39.0,18.5,2.833333333333333,13.909090909090908,21.454545454545453,230.0,142.4,66.25,100.0,38.333333333333336,8.656363636363636,6.3945454545454545,3.06,59.51,59.06,26.9,26.76,20.4,20.4,144.10000000000005,48.39166666666666,43.79166666666666,20.45833333333333,13.948408148102144,89.49671437132156,4.2,12.58,4.300000000000001,0.1,0.22400000000000003,1.5400000000000003,0.76,35.7,36.32000000000001,47.72,40.0,40.0,39.6,45.2,49.6,39.6,50.0,50.2,45.0,55.2,55.4,49.8,60.6,58.6,54.8,59.8,63.2,58.0,68.4,72.8,63.8
19-158,257.5,39.1,45.0,538.73,16.11,42.592592592592595,53.7037037037037,1.0,1.0,0.0,0.0,0.0,2.97,44.0,40.0,3.0,17.09090909090909,15.727272727272727,133.0,122.66666666666669,34.0,36.0,42.66666666666666,8.732727272727272,6.047272727272728,3.5,59.51,61.62,26.75,27.32,18.5,18.5,141.7875,47.2875,44.20833333333334,20.5,13.419722542752881,89.4967153286293,4.666666666666667,12.433333333333332,4.333333333333333,0.10000000000000002,0.22,1.7,0.7999999999999999,35.166666666666664,35.6,46.43333333333334,40.0,46.0,39.6,45.2,50.6,39.6,50.0,50.8,44.4,55.0,55.0,49.6,58.8,58.8,54.4,59.8,61.4,57.6,68.6,69.8,64.4
19-159,228.4,35.0,57.7,529.32,15.52,41.03703703703704,53.7037037037037,1.0,1.0,1.0,1.0,0.0,2.93,50.0,34.0,4.833333333333333,51.529411764705884,20.08333333333333,235.8,165.6,79.4,84.0,83.66666666666667,8.373333333333333,6.142499999999999,2.8,59.51,57.1,26.9,26.52,11.8,11.8,143.93846153846158,47.05769230769231,42.96153846153846,20.173076923076927,18.921343608626326,89.49671532900356,6.25,11.95,4.225,0.1,0.24,1.7249999999999999,0.875,34.85,34.775,47.425,40.0,45.0,38.5,45.5,49.5,39.25,50.0,50.25,45.0,55.0,55.0,49.75,58.75,58.75,54.5,59.75,60.25,59.5,65.0,68.25,65.0
19-160,272.6,39.8,54.9,580.68,16.85,43.25925925925926,53.7037037037037,1.0,1.0,1.0,1.0,0.0,2.96,22.0,23.0,0.5,36.642857142857146,15.5,298.25,230.66666666666663,100.0,63.66666666666666,51.0,7.950999999999999,6.414,2.9,59.51,56.96,26.9,27.16,19.8,19.8,143.99130434782612,49.55217391304347,44.52173913043478,20.0,12.93965403200434,89.49671532845741,1.25,12.15,4.1499999999999995,0.1,0.235,1.625,0.75,35.8,35.724999999999994,47.375,40.0,44.8,40.8,45.4,50.6,39.8,50.4,50.0,45.4,55.2,55.0,49.6,52.2,59.0,54.4,57.6,62.8,58.6,67.0,71.4,65.2
19-162,251.0,35.3,39.3,543.16,16.48,43.55555555555556,53.7037037037037,1.0,0.0,0.0,0.0,0.0,3.4,99.0,38.0,0.5833333333333334,28.63636363636364,23.0,172.33333333333337,98.33333333333331,59.25,51.5,49.66666666666666,8.062999999999999,6.27,2.72,59.51,57.8,26.9,26.7,16.0,16.0,142.85416666666663,47.95833333333334,42.95833333333334,20.20833333333333,13.51429496590805,89.49671522664677,3.0,11.975,4.25,0.1,0.195,1.525,0.825,34.85,35.5,47.175000000000004,40.0,44.666666666666664,40.0,44.666666666666664,48.666666666666664,40.0,49.333333333333336,49.0,44.666666666666664,55.0,54.0,49.666666666666664,53.666666666666664,57.666666666666664,55.0,58.0,63.0,58.0,68.0,67.66666666666667,65.33333333333333
19-164,271.0,39.8,49.4,574.2,15.98,41.84615384615385,53.84615384615385,1.0,0.0,0.0,1.0,0.0,2.7,73.0,18.0,1.5833333333333333,18.53846153846154,24.33333333333333,127.0,105.6,52.25,30.25,32.75,7.904999999999999,6.275,3.0,59.51,60.25,26.62,27.05,20.0,20.0,143.69523809523812,50.742857142857154,45.76190476190475,20.0,13.378564741743958,89.49671593604263,1.4,12.22,4.159999999999999,0.1,0.236,1.6600000000000001,0.9199999999999999,35.22,35.480000000000004,45.9,40.0,54.2,40.0,45.4,51.8,40.0,49.8,50.2,45.0,55.0,55.4,49.4,60.8,58.0,55.2,62.6,64.4,56.8,68.2,70.6,64.6
19-165,269.0,40.6,38.7,559.53,16.07,42.0,53.7037037037037,1.0,1.0,0.0,0.0,0.0,2.84,25.0,18.5,23.16666666666667,10.466666666666667,15.714285714285715,116.5,138.66666666666666,50.25,48.0,48.75,8.59909090909091,6.7272727272727275,3.0,59.51,60.0,26.12,25.92,20.0,20.38,143.98260869565215,50.40869565217392,44.73913043478261,20.0,13.964570637711349,89.49671482223404,1.3333333333333333,11.966666666666667,4.2,0.10000000000000002,0.24,1.7999999999999998,0.8000000000000002,34.43333333333333,34.9,45.6,40.333333333333336,54.0,40.0,44.666666666666664,51.333333333333336,39.666666666666664,50.0,50.666666666666664,44.0,55.0,55.333333333333336,50.0,59.0,58.333333333333336,54.333333333333336,67.33333333333333,64.66666666666667,57.0,67.66666666666667,70.33333333333333,65.66666666666667
19-171,256.0,41.5,74.0,551.92,14.68,43.7037037037037,53.7037037037037,1.0,1.0,1.0,1.0,0.0,3.16,201.0,28.5,23.5,30.444444444444446,22.222222222222218,235.8,165.8,119.0,74.75,55.66666666666666,8.246363636363634,6.30090909090909,2.94,59.51,62.2,26.3,26.54,19.4,19.4,141.86818181818182,49.6909090909091,44.31818181818182,20.0,12.907103262371036,89.49671483168459,4.75,12.25,4.125,0.1,0.245,1.675,0.75,34.7,35.150000000000006,47.0,41.0,45.75,39.0,45.0,49.25,39.75,50.0,38.5,43.75,55.0,55.0,49.5,42.75,57.75,54.75,60.5,63.75,56.75,67.5,68.5,65.0
19-174,250.0,41.2,43.8,555.4,16.7,42.592592592592595,53.7037037037037,1.0,1.0,1.0,0.0,0.0,2.95,16.0,18.5,1.8333333333333333,31.0,16.0,148.83333333333334,115.16666666666669,55.0,62.0,37.25,8.826,6.456,2.83,59.51,56.97,26.83,26.1,19.0,20.0,141.664,48.0,44.28,20.12,13.457224616623135,89.49671428114561,4.4,12.48,4.2,0.12000000000000002,0.25,1.78,0.7799999999999999,35.260000000000005,35.120000000000005,45.3,40.0,46.8,40.4,45.0,47.8,38.0,50.0,50.2,45.2,55.2,56.0,50.2,46.6,58.8,54.8,61.6,65.2,59.2,69.4,69.0,65.2
19-176,264.0,38.6,48.8,528.64,17.69,43.111111111111114,53.7037037037037,1.0,0.0,0.0,1.0,0.0,3.09,28.0,49.0,6.333333333333332,12.909090909090908,18.181818181818183,90.75,177.14285714285714,55.66666666666666,45.5,41.25,7.8730769230769235,6.343846153846154,2.6,59.51,58.2,26.5,26.96,19.6,11.6,142.01428571428568,47.75714285714286,41.5,20.0,13.955587174730738,89.49671430456692,5.0,12.379999999999999,4.18,0.12,0.25,1.78,0.78,36.260000000000005,36.36,46.739999999999995,41.0,49.5,41.0,45.25,51.5,40.0,50.0,52.0,44.75,55.0,56.25,50.0,43.0,60.5,55.0,59.75,65.5,60.0,68.0,72.0,67.0
19-177,248.0,43.0,52.1,580.01,16.03,40.888888888888886,53.7037037037037,1.0,0.0,1.0,1.0,0.0,3.06,63.0,25.0,2.25,9.333333333333334,21.33333333333333,185.4,132.6,67.5,49.75,48.0,9.12,6.522222222222223,2.75,59.51,60.25,26.12,26.55,15.0,15.0,143.7565217391304,50.90869565217392,45.39130434782609,19.82608695652174,13.405704297021373,89.49671426007126,5.6,12.14,4.2,0.1,0.264,1.78,0.78,35.36,35.660000000000004,47.17999999999999,40.0,42.5,40.0,45.25,48.5,39.5,50.0,50.5,44.75,55.0,55.25,49.75,46.75,59.5,55.0,59.5,63.75,60.0,68.5,69.25,65.0
19-178,251.0,44.0,53.4,559.41,14.43,43.111111111111114,68.14814814814815,1.0,1.0,0.0,1.0,0.0,2.92,40.0,27.0,23.75,23.4,21.4,187.0,103.6,66.5,109.5,56.0,7.628888888888889,6.5233333333333325,3.0,59.51,60.98,26.3,26.4,15.8,15.8,144.08571428571432,50.72380952380953,46.47619047619048,19.404761904761905,13.414687760001982,87.2483571256339,4.833333333333333,12.15,4.216666666666667,0.11666666666666665,0.25166666666666665,1.75,0.7999999999999999,36.166666666666664,36.53333333333333,46.70000000000001,40.0,40.833333333333336,40.0,45.0,45.0,39.5,50.333333333333336,50.166666666666664,45.0,54.666666666666664,53.833333333333336,49.5,47.5,55.666666666666664,55.0,61.666666666666664,62.0,59.833333333333336,69.66666666666667,67.66666666666667,64.33333333333333
19-179,260.0,45.6,43.6,586.3,15.8,46.51851851851852,53.7037037037037,1.0,1.0,1.0,1.0,0.0,2.65,51.0,55.0,0.3333333333333333,20.5,21.777777777777782,129.14285714285714,77.6,33.666666666666664,74.0,36.66666666666666,8.157777777777778,6.753333333333334,3.0,59.51,61.7,26.3,26.58,16.1,16.1,143.92857142857142,50.952380952380956,46.28571428571429,19.61904761904762,13.420537577849984,87.24835715509424,5.8,12.080000000000002,4.2,0.12,0.25,1.8199999999999998,0.6599999999999999,35.5,36.0,47.26,40.0,40.0,40.0,45.2,46.8,39.4,50.0,51.2,45.2,55.0,55.4,49.8,47.6,58.6,54.6,60.4,61.6,59.8,70.2,70.2,64.4
19-180,260.0,45.1,68.6,568.51,15.81,44.0,53.7037037037037,1.0,0.0,1.0,1.0,0.0,3.13,139.0,52.5,22.75,21.90909090909091,19.272727272727273,118.83333333333331,118.6,74.33333333333333,68.5,44.33333333333334,8.192727272727273,6.580909090909091,3.0,59.51,54.32,27.0,27.3,19.58,20.17,144.0,51.0,47.40909090909091,19.727272727272727,12.973520968202253,85.74835699254163,3.6,12.54,4.199999999999999,0.1,0.25,1.78,0.7799999999999999,35.2,35.22,45.9,40.0,43.0,40.5,45.0,47.75,40.0,50.0,50.0,44.5,55.0,54.75,49.75,46.5,59.0,55.0,60.75,64.0,60.0,68.0,69.75,63.5
19-181,259.0,47.7,54.4,554.2,14.76,42.2962962962963,53.7037037037037,1.0,0.0,0.0,1.0,0.0,3.04,66.0,20.5,0.6666666666666666,17.22222222222222,19.11111111111111,133.25,112.25,87.75,61.33333333333334,52.66666666666666,8.356666666666666,6.823333333333333,3.02,59.51,62.47,27.0,26.88,19.75,20.17,144.11363636363637,50.72727272727274,47.5,19.613636363636363,11.44602664901896,84.74835709279978,0.75,12.350000000000001,4.175000000000001,0.1,0.25,1.725,0.75,35.6,35.6,46.074999999999996,40.0,47.25,40.5,45.25,48.5,39.25,49.75,50.25,43.25,55.0,55.0,49.75,45.75,59.5,54.5,61.5,63.5,60.0,68.0,68.5,65.75
19-182,264.0,44.9,60.0,587.39,16.86,42.30769230769231,53.7037037037037,1.0,0.0,0.0,1.0,0.0,2.81,120.0,18.0,23.66666666666667,38.07692307692308,23.384615384615387,202.4,137.4,86.0,64.75,44.0,8.27818181818182,6.618181818181818,3.0,59.51,59.23,27.0,26.9,20.0,20.0,144.01,50.92,48.15,19.85,12.464829560616009,83.74835711228525,2.25,12.525,4.2,0.1,0.25,1.8,0.7250000000000001,35.474999999999994,35.375,45.45,40.0,48.75,40.0,44.75,50.5,39.75,49.5,50.5,44.75,55.0,55.25,50.0,58.0,61.25,54.5,68.25,66.0,59.5,69.0,70.5,64.5
19-183,282.0,48.2,47.1,602.17,16.77,44.0,53.7037037037037,1.0,1.0,0.0,1.0,0.0,2.84,51.0,33.5,0.4166666666666667,17.363636363636363,15.272727272727273,142.6,79.4,57.0,87.5,39.333333333333336,8.764,6.366,3.0,59.51,60.2,26.9,26.74,19.8,19.8,144.0142857142857,52.32857142857142,49.66666666666666,19.83333333333333,12.967963205748505,83.7483571162211,0.0,11.65,4.2,0.1,0.255,1.7,0.8,36.35,36.5,46.05,40.0,47.75,41.0,45.0,50.0,39.75,50.0,50.75,45.25,54.75,54.25,50.0,59.25,59.25,54.75,68.0,64.5,60.25,69.5,71.5,65.5
