Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
18-105,269.6,37.9,53.6,569.52,15.47,44.592592592592595,57.407407407407405,1.0,0.0,1.0,0.0,0.0,2.92,27.0,57.5,1.3333333333333333,57.1,9.0,148.6,121.66666666666669,76.5,57.66666666666666,51.8,7.410000000000001,6.256,62.67,63.33,44.17,27.23,19.25,19.25,24.0,142.0,55.05714285714286,48.61904761904761,19.595238095238095,19.929575660483465,89.49671532896765,4.75,12.275,4.725,0.2,0.2575,1.9,0.7,38.9,38.325,50.75,37.0,35.333333333333336,33.333333333333336,45.5,45.833333333333336,41.166666666666664,51.5,41.5,46.333333333333336,55.0,53.666666666666664,53.333333333333336,60.833333333333336,52.833333333333336,59.666666666666664,61.5,60.333333333333336,62.666666666666664,67.66666666666667,66.33333333333333,65.66666666666667
18-106,222.5,33.5,59.4,605.88,15.54,44.0,57.69230769230769,1.0,0.0,1.0,1.0,0.0,3.03,150.0,25.0,2.75,57.16666666666666,15.583333333333336,291.0,209.3636363636364,79.1111111111111,71.875,74.14285714285714,7.356999999999999,6.876,57.0,58.0,44.5,26.22,18.5,18.5,24.0,142.0,55.172,49.6,19.46,20.403146673818696,89.49671532866294,4.75,11.725,4.775,0.2,0.2525,1.9,0.625,39.6,38.95,51.175,38.4,39.2,35.2,44.4,50.2,42.0,53.0,43.6,47.4,55.0,55.4,55.0,61.6,51.4,59.0,61.8,61.8,64.0,66.2,69.4,66.0
18-107,236.4,37.3,77.5,521.48,15.51,42.72,58.0,1.0,0.0,1.0,1.0,0.0,3.4,378.0,24.5,0.6666666666666666,42.6,15.8,286.3333333333333,136.0,95.875,138.14285714285714,58.77777777777778,7.132499999999999,6.721666666666667,62.6,63.2,44.2,26.74,19.0,19.0,24.0,142.0,54.9625,48.5,19.52083333333333,20.97929998868005,89.49671532854745,6.0,11.200000000000001,4.6000000000000005,0.20000000000000004,0.25,1.8999999999999997,0.9333333333333332,38.699999999999996,38.333333333333336,49.96666666666667,38.0,48.0,35.0,46.0,53.0,42.333333333333336,52.666666666666664,47.0,47.0,55.0,56.666666666666664,55.0,57.666666666666664,53.0,58.666666666666664,62.0,64.0,64.0,66.0,73.0,65.66666666666667
18-108,244.0,33.9,48.5,499.09,15.5,42.96296296296296,57.407407407407405,1.0,0.0,1.0,1.0,0.0,2.8,300.0,31.0,0.9166666666666666,44.90909090909091,17.545454545454547,209.1818181818182,165.66666666666666,55.75,68.42857142857143,43.0,7.208181818181819,6.493636363636363,60.33,60.5,44.0,26.88,6.17,6.17,23.83,142.0,55.3090909090909,48.27272727272727,19.59090909090909,20.0,89.49671532849243,5.4,11.82,3.78,0.2,0.254,1.9,0.6599999999999999,39.14,38.540000000000006,50.339999999999996,36.4,48.0,33.0,48.2,52.6,42.0,53.6,47.8,47.8,55.0,55.2,54.6,60.8,52.2,58.8,63.2,61.4,64.0,65.4,70.0,66.0
18-109,227.2,32.5,50.0,580.71,15.51,42.95652173913044,58.69565217391305,1.0,1.0,1.0,1.0,0.0,2.78,166.0,22.5,22.75,63.3,18.5,265.5555555555556,126.625,71.0,60.125,35.0,7.751,6.606,57.17,57.17,43.67,27.55,19.17,18.92,24.0,142.0,55.22727272727273,48.72727272727273,19.5,20.373584042021374,89.49671532897854,4.333333333333333,11.533333333333333,4.683333333333334,0.19999999999999998,0.255,1.9000000000000001,0.75,39.38333333333333,38.8,50.93333333333333,36.333333333333336,46.0,32.333333333333336,47.666666666666664,50.0,42.333333333333336,53.166666666666664,45.666666666666664,48.333333333333336,55.166666666666664,55.333333333333336,54.5,60.333333333333336,51.0,58.666666666666664,62.166666666666664,62.166666666666664,63.5,66.16666666666667,68.0,66.0
18-110,232.8,30.4,48.3,544.79,15.51,42.88,49.6,1.0,0.0,0.0,1.0,0.0,2.88,99.0,16.5,23.16666666666667,55.63636363636363,17.75,137.6,140.66666666666666,49.72727272727273,42.444444444444436,49.54545454545455,8.12090909090909,6.504545454545456,57.0,56.2,44.6,27.02,18.6,18.6,24.0,142.0,56.15652173913043,50.08695652173913,19.565217391304348,20.87671768715416,89.49671532837557,4.75,12.200000000000001,4.75,0.2,0.255,1.9,0.775,39.400000000000006,38.7,50.8,38.5,38.0,34.666666666666664,46.5,51.166666666666664,41.666666666666664,50.333333333333336,45.333333333333336,46.0,55.333333333333336,55.166666666666664,54.666666666666664,60.166666666666664,53.333333333333336,58.0,63.833333333333336,63.5,63.833333333333336,67.83333333333333,69.5,66.33333333333333
18-111,257.4,45.2,36.5,534.87,15.5,46.32,49.6,1.0,0.0,1.0,1.0,0.0,2.76,320.0,91.0,0.08333333333333333,36.888888888888886,20.555555555555557,150.25,108.0,54.0,47.875,41.555555555555564,8.353,6.321,54.67,55.17,43.67,27.58,9.75,9.75,24.0,142.0,56.20434782608696,50.47826086956522,19.5,20.403146673818696,89.49671532866888,4.4,11.46,4.8,0.2,0.254,1.8799999999999997,0.7,39.44,38.760000000000005,50.92,38.0,40.4,33.8,47.0,51.6,41.8,50.6,48.2,47.2,55.2,54.6,54.2,60.0,54.2,59.2,63.6,62.0,63.2,67.4,70.6,65.8
18-112,240.7,32.3,38.4,615.36,15.52,41.75,50.0,1.0,1.0,1.0,1.0,0.0,3.04,108.0,37.0,1.3333333333333333,64.38461538461539,19.75,131.63636363636363,80.08333333333333,52.375,47.1,28.88888888888889,8.72,6.345454545454545,62.4,60.6,45.0,26.76,15.6,15.6,9.6,142.0,56.4913043478261,51.26086956521739,19.08695652173913,20.87483750007448,89.49671532896673,4.0,10.919999999999998,4.720000000000001,0.2,0.254,1.56,0.82,38.92,38.38000000000001,50.08,37.2,58.0,31.0,45.8,50.8,42.4,49.6,45.2,47.4,55.0,54.6,54.8,59.6,50.8,59.8,62.2,62.6,64.2,68.4,70.0,65.8
18-113,253.0,34.6,47.4,561.8,15.53,47.44,49.6,1.0,0.0,1.0,1.0,0.0,3.06,144.0,58.0,3.0,60.41666666666666,14.833333333333336,163.3,156.44444444444446,66.375,62.125,46.0,7.573333333333334,6.4325,60.8,62.0,44.6,27.02,11.4,7.4,24.0,142.0,55.93333333333334,49.83333333333334,19.229166666666668,20.435425478331297,89.49671532803768,4.6,10.940000000000001,4.78,0.2,0.25,1.562,0.72,39.58,39.559999999999995,51.14,38.6,38.0,33.0,47.2,50.8,40.8,148.8,47.2,45.6,54.4,54.6,52.4,59.0,53.2,58.4,63.8,63.8,62.2,68.8,72.0,65.2
18-114,241.0,34.0,50.7,535.54,18.21,45.833333333333336,47.5,1.0,0.0,1.0,1.0,0.0,3.1,186.0,26.5,5.0,44.0,21.0,258.6666666666667,137.0909090909091,119.625,88.625,54.33333333333334,6.613333333333334,6.090833333333332,60.0,60.25,45.75,27.48,19.12,19.12,24.0,142.0,55.976923076923065,50.730769230769226,19.23076923076923,20.408996491666752,89.49671532833008,2.75,11.775,4.725,0.2,0.25,1.9,0.775,39.625,38.825,50.425,37.0,52.0,33.2,46.4,50.0,41.4,50.0,46.2,46.4,55.0,55.2,55.2,60.0,51.0,58.0,62.8,62.4,64.0,68.2,72.0,65.8
18-115,216.1,30.3,45.6,600.0,17.22,46.0,49.6,1.0,0.0,1.0,1.0,0.0,3.19,3.58,22.0,0.8333333333333334,55.25,26.25,266.44444444444446,243.55555555555557,63.88888888888889,66.57142857142857,83.85714285714286,7.391111111111111,6.304444444444444,59.33,59.67,44.5,26.97,15.0,15.25,20.0,142.0,56.59545454545455,52.63636363636363,19.068181818181817,19.88159445701666,89.49671600307192,5.0,11.48,4.8,0.2,0.254,1.5599999999999998,0.6199999999999999,39.82000000000001,39.260000000000005,51.160000000000004,38.25,39.25,34.25,49.25,52.5,44.5,50.75,50.25,47.0,54.0,55.0,54.5,57.25,54.25,61.25,61.0,61.5,64.0,65.75,71.75,66.0
18-116,206.6,32.3,63.6,579.65,16.68,48.4,49.6,1.0,0.0,1.0,1.0,0.0,2.94,259.0,72.0,4.866666666666666,67.6,16.2,273.0833333333333,249.88888888888889,111.0,79.36363636363636,98.8,7.975454545454546,6.393636363636364,62.0,62.5,57.5,27.0,18.88,19.0,24.0,142.0,57.80454545454545,52.59090909090909,19.068181818181817,20.403710694333764,89.49671532868071,3.0,12.05,4.8,0.2,0.26,1.05,0.6499999999999999,40.349999999999994,39.599999999999994,51.2,38.333333333333336,42.666666666666664,31.333333333333332,47.0,53.0,41.666666666666664,49.666666666666664,48.666666666666664,46.0,55.0,56.333333333333336,54.666666666666664,57.666666666666664,52.333333333333336,58.0,62.666666666666664,63.333333333333336,64.0,66.33333333333333,74.33333333333333,65.66666666666667
18-117,215.6,32.0,54.0,605.7,17.05,46.0,49.6,1.0,1.0,1.0,1.0,0.0,2.93,127.0,26.5,1.3333333333333333,79.21428571428571,23.714285714285715,227.83333333333331,256.1111111111111,68.2,76.1111111111111,86.0,8.650909090909092,6.565454545454545,62.67,62.33,45.17,27.2,18.83,18.83,23.67,142.0,56.7,52.52,19.12,19.904316530063397,89.4967153284947,3.75,11.425,4.8,0.2,0.26,1.475,0.6,39.525,39.125,50.75,38.5,45.833333333333336,33.333333333333336,45.666666666666664,50.166666666666664,42.166666666666664,49.333333333333336,47.833333333333336,47.5,54.833333333333336,55.333333333333336,55.166666666666664,58.0,51.166666666666664,59.333333333333336,63.333333333333336,63.5,63.5,66.33333333333333,72.0,65.5
18-118,242.9,34.1,44.5,602.23,16.79,44.166666666666664,50.0,1.0,0.0,1.0,1.0,0.0,3.0,34.0,39.0,23.33333333333333,45.5,14.416666666666664,211.3,251.77777777777774,61.9,48.77777777777778,73.4,7.64909090909091,6.13909090909091,58.0,58.5,44.0,26.72,18.75,18.75,23.5,142.0,55.39545454545456,50.72727272727273,19.15909090909091,20.300615435477653,89.49671615344549,4.75,11.950000000000001,4.8,0.2,0.255,1.875,0.7749999999999999,39.349999999999994,38.55,50.7,38.75,46.25,30.0,46.75,50.0,41.75,50.0,46.5,47.25,55.0,54.0,55.0,55.25,50.25,57.0,62.0,62.0,64.0,64.5,70.75,65.5
18-119,212.4,31.0,60.2,602.23,16.65,41.76923076923077,49.23076923076923,1.0,0.0,1.0,1.0,0.0,2.99,30.0,31.0,1.0,52.0,21.166666666666668,283.2,152.88888888888889,98.0,83.0,68.625,8.190999999999999,6.381,61.0,61.25,44.75,27.02,19.0,19.0,24.0,142.0,53.95000000000001,49.16666666666666,19.479166666666668,20.42324566170663,89.49671532885168,3.6666666666666665,11.166666666666666,4.8,0.20000000000000004,0.26,1.8999999999999997,0.7333333333333334,39.93333333333333,39.199999999999996,47.199999999999996,38.25,44.25,30.0,46.0,50.25,42.5,49.75,47.5,147.75,54.5,53.5,55.0,58.25,49.5,57.75,62.5,61.75,63.25,66.0,71.25,65.5
18-120,204.3,31.5,49.1,575.1,16.51,43.12,49.6,1.0,0.0,1.0,1.0,0.0,3.02,144.0,22.0,23.5,48.35714285714285,18.285714285714285,301.0833333333333,200.8,73.54545454545455,73.71428571428571,83.8888888888889,9.389090909090909,6.408181818181817,61.33,60.67,45.17,27.3,19.0,19.0,23.0,142.0,58.03181818181818,53.95454545454545,18.977272727272727,20.40321806679657,89.49671532904587,2.8,11.459999999999999,4.74,0.2,0.252,1.9,1.34,39.22,38.62,50.220000000000006,37.0,51.25,31.75,45.5,52.5,39.75,49.75,57.75,44.5,54.25,54.5,51.5,58.25,53.5,58.5,62.0,61.5,61.0,63.75,72.5,64.5
18-121,198.8,31.6,49.6,533.36,16.41,47.04,49.6,1.0,0.0,1.0,1.0,0.0,3.02,142.0,44.0,0.3333333333333333,57.69230769230769,17.76923076923077,246.54545454545453,217.88888888888889,75.5,63.444444444444436,71.66666666666667,8.922,6.253,62.4,62.6,44.6,27.84,19.0,18.8,24.0,142.0,56.67272727272727,53.45454545454545,19.0,20.88260932021666,89.49671532863522,4.666666666666667,10.299999999999999,4.8,0.20000000000000004,0.25666666666666665,1.53,0.7333333333333333,38.93333333333334,38.9,51.23333333333333,37.25,51.25,30.0,47.0,48.25,40.25,51.75,47.0,48.75,55.5,53.25,54.0,60.0,51.25,57.75,60.25,60.0,62.0,65.25,69.5,66.25
18-122,217.8,33.3,56.7,572.92,16.39,47.583333333333336,50.0,1.0,0.0,1.0,0.0,0.0,3.16,125.0,30.5,5.5,46.81818181818182,12.909090909090908,310.23076923076917,156.77777777777774,95.0,95.28571428571428,58.8,7.884999999999999,6.355,60.0,60.25,43.25,27.25,0.0,19.0,24.0,142.0,54.55416666666667,49.25,19.291666666666668,20.906415768135787,89.49671532864296,4.0,11.9,4.8,0.20000000000000004,0.25333333333333335,1.8999999999999997,0.6333333333333333,39.23333333333333,38.6,51.0,38.666666666666664,47.333333333333336,30.0,47.0,49.666666666666664,40.333333333333336,50.0,53.666666666666664,46.333333333333336,55.0,53.333333333333336,51.666666666666664,53.666666666666664,50.333333333333336,55.666666666666664,61.666666666666664,60.333333333333336,61.0,65.33333333333333,71.0,65.0
18-123,244.7,36.5,43.4,554.35,16.46,44.0,49.6,1.0,0.0,1.0,0.0,0.0,2.81,22.0,41.0,1.3333333333333333,73.27272727272727,16.545454545454547,202.75,123.58333333333331,80.0,54.63636363636363,51.0,8.294166666666667,6.6325,63.33,64.17,43.0,26.48,18.83,18.83,23.67,142.0,54.536,49.64,19.52,19.87671768715416,89.49671532911451,4.0,10.620000000000001,4.64,0.2,0.248,1.9,0.7000000000000001,39.059999999999995,38.46,50.32,37.0,44.0,30.0,46.4,50.8,39.8,50.0,54.8,44.8,55.0,54.8,49.6,51.0,51.4,55.2,61.2,62.0,59.0,65.0,71.6,65.2
18-124,216.2,33.7,54.6,583.15,16.46,43.69230769230769,49.23076923076923,1.0,0.0,1.0,0.0,0.0,2.86,93.0,15.0,1.8333333333333333,59.36363636363637,15.272727272727273,171.08333333333334,275.6,75.875,57.555555555555564,61.875,8.502727272727274,6.256363636363637,63.25,63.0,43.5,27.5,18.38,18.62,22.0,142.0,54.73181818181819,49.90909090909091,19.38636363636364,20.88415563668724,89.49671532909224,5.0,10.833333333333334,4.733333333333333,0.20000000000000004,0.25333333333333335,1.8999999999999997,1.0666666666666667,39.26666666666666,38.8,50.46666666666667,37.5,44.5,30.0,46.0,51.75,40.0,50.25,55.25,45.0,55.25,55.75,50.0,50.75,52.25,55.25,61.0,63.5,60.0,65.0,72.25,65.25
18-125,250.6,35.3,45.7,571.0,16.45,44.48,49.6,1.0,0.0,1.0,0.0,0.0,3.03,38.0,71.5,0.6666666666666666,91.0909090909091,22.54545454545455,213.5,134.875,75.66666666666667,43.66666666666666,42.77777777777778,8.163,6.420999999999999,63.0,63.25,45.0,27.38,18.5,18.62,24.0,142.0,54.955,48.85,19.35,20.38728928181996,89.4967153286657,5.75,11.05,4.525,0.2,0.25,1.9,0.6749999999999999,38.97500000000001,38.2,50.175,37.0,48.0,30.0,46.25,50.25,39.75,50.25,57.5,45.0,55.0,54.75,49.75,58.0,52.0,54.25,62.25,62.25,59.5,67.0,70.5,65.0
18-126,237.4,34.3,47.8,540.96,16.47,43.44,49.6,1.0,1.0,1.0,0.0,0.0,2.87,56.0,45.0,1.5,42.54545454545455,21.454545454545453,191.54545454545453,81.3,85.14285714285714,62.375,56.111111111111114,7.706363636363636,6.274545454545454,65.0,63.67,44.33,27.3,18.67,18.67,24.0,142.0,55.26086956521739,48.69565217391305,19.282608695652176,20.41455425412039,89.49671532845603,4.75,11.8,4.8,0.2,0.255,1.875,0.6749999999999999,39.2,38.425000000000004,50.52499999999999,38.0,42.5,30.0,45.75,50.0,40.0,50.0,59.0,44.5,54.5,54.25,50.0,59.5,52.5,54.75,62.5,60.25,60.0,68.25,69.75,64.5
18-127,242.3,33.3,40.1,553.12,16.52,44.8,49.6,1.0,1.0,1.0,0.0,0.0,2.7,42.0,21.0,1.1666666666666667,54.54545454545455,20.0,139.08333333333334,127.72727272727272,66.4,49.1,43.2,9.070833333333333,6.454166666666667,62.5,62.5,46.67,27.57,18.5,18.5,24.0,142.0,54.73750000000001,49.25,19.375,20.908996491666752,89.49671532849243,5.0,11.174999999999999,4.675,0.2,0.25,1.9,0.7,38.65,38.075,49.825,36.0,45.0,30.0,46.5,51.5,40.0,50.0,60.5,45.25,55.0,56.25,49.75,60.25,52.75,55.0,62.0,62.75,59.75,67.5,73.0,64.75
18-128,230.6,38.5,43.4,455.28,16.45,45.44,49.6,1.0,1.0,0.0,1.0,0.0,2.85,84.0,25.5,3.25,61.214285714285715,20.142857142857142,157.54545454545453,108.4,62.625,62.555555555555564,49.9,8.671818181818182,6.738181818181818,64.25,63.0,44.0,26.52,18.32,13.58,23.0,142.0,55.56400000000001,50.12,19.34,20.908996491666752,89.49671532883667,4.8,10.200000000000001,4.76,0.2,0.246,1.9,0.68,39.88,39.17999999999999,50.98,37.4,49.8,30.0,47.2,52.2,39.8,50.2,60.6,47.6,55.0,53.6,52.0,58.6,52.8,55.0,61.8,61.4,59.6,69.4,68.2,65.0
18-129,233.9,37.6,43.7,472.31,16.48,43.46153846153846,49.23076923076923,1.0,0.0,1.0,1.0,0.0,2.88,62.0,27.0,4.416666666666667,44.769230769230774,17.46153846153846,159.0,90.16666666666669,46.0,57.0,44.0,7.680000000000001,6.344615384615385,64.6,64.8,45.0,27.16,19.0,3.6,24.0,142.0,56.95925925925927,51.33333333333334,19.407407407407412,19.800615435477653,89.49671615343868,5.333333333333333,10.966666666666667,4.733333333333333,0.20000000000000004,0.25,1.8999999999999997,0.6999999999999998,37.6,38.199999999999996,49.76666666666667,38.666666666666664,47.333333333333336,36.666666666666664,49.0,49.666666666666664,40.333333333333336,51.666666666666664,56.666666666666664,45.333333333333336,55.333333333333336,54.666666666666664,48.0,59.666666666666664,55.666666666666664,56.666666666666664,62.666666666666664,61.0,58.0,67.33333333333333,70.33333333333333,65.33333333333333
18-130,240.0,36.4,46.0,482.19,16.38,42.833333333333336,50.0,1.0,1.0,1.0,1.0,0.0,2.96,64.0,28.5,2.0,43.5,20.666666666666668,167.0,78.54545454545455,54.16666666666666,52.3,32.333333333333336,8.591666666666667,6.6208333333333345,64.5,65.0,44.38,26.86,18.38,16.0,20.25,142.0,55.91818181818182,49.0,19.227272727272727,20.40586284653415,89.49671532848697,6.333333333333333,11.383333333333333,4.833333333333333,0.21666666666666667,0.25166666666666665,1.5999999999999999,1.0999999999999999,39.166666666666664,38.51666666666666,50.35,36.666666666666664,43.0,35.0,47.0,45.0,39.166666666666664,48.333333333333336,58.833333333333336,43.333333333333336,54.666666666666664,55.0,44.5,60.333333333333336,53.166666666666664,54.166666666666664,63.166666666666664,62.0,54.833333333333336,67.66666666666667,72.16666666666667,64.83333333333333
18-131,244.1,36.1,41.5,533.91,16.3,43.92,49.6,1.0,1.0,1.0,1.0,0.0,3.11,52.0,56.5,0.0,44.3,19.6,122.7,72.66666666666667,48.444444444444436,51.2,32.75,7.318181818181818,6.531818181818181,64.0,64.33,45.33,27.23,19.0,19.0,22.67,142.0,56.39999999999999,50.1304347826087,19.47826086956522,20.39842489700089,89.4967153282232,6.0,11.899999999999999,4.625,0.2,0.2475,1.9,1.2,38.8,38.5,50.175,37.2,44.0,41.2,46.2,44.4,39.2,50.0,56.2,42.8,55.0,54.0,45.2,59.8,50.4,52.2,61.8,61.2,54.8,68.2,72.0,65.2
18-132,239.6,37.3,49.0,526.84,16.26,43.53846153846154,49.23076923076923,1.0,0.0,1.0,1.0,0.0,3.03,113.0,48.5,3.333333333333333,77.72727272727273,21.454545454545453,136.25,176.7,54.5,58.0,52.5,9.277272727272726,6.66090909090909,61.86,62.29,45.14,27.51,18.86,18.86,23.43,142.0,57.9,53.25,19.02083333333333,22.0,89.49671532833963,7.0,12.275,4.775,0.22499999999999998,0.255,1.9,1.2,38.675,38.35,50.125,38.0,40.0,42.0,47.0,44.333333333333336,38.666666666666664,50.333333333333336,56.0,42.333333333333336,55.0,54.0,46.666666666666664,60.0,49.333333333333336,53.0,62.0,60.666666666666664,53.666666666666664,66.33333333333333,70.66666666666667,65.33333333333333
18-133,245.3,36.0,37.8,524.46,16.27,44.96,49.6,1.0,1.0,1.0,0.0,0.0,2.77,27.0,19.0,3.5,58.615384615384606,21.76923076923077,97.08333333333331,82.9,51.125,34.54545454545455,45.18181818181818,9.344285714285714,6.632142857142857,65.0,64.75,45.5,26.28,18.0,18.0,24.0,142.0,58.284615384615385,53.153846153846146,18.884615384615387,22.0,89.49671532879347,4.0,11.75,4.699999999999999,0.2,0.2475,1.9,1.1,39.474999999999994,38.6,50.875,37.5,45.0,36.5,46.5,44.5,39.0,49.75,57.0,43.5,55.0,55.0,47.75,59.5,51.75,53.25,59.75,62.0,52.0,67.25,69.0,65.0
18-134,250.1,38.2,41.4,572.54,16.31,45.04,49.6,1.0,1.0,1.0,0.0,0.0,2.96,38.0,22.5,3.1666666666666665,57.5,22.41666666666667,95.66666666666669,72.83333333333333,45.09090909090909,42.75,36.555555555555564,9.209166666666667,6.54,60.4,59.6,47.0,27.58,19.0,19.0,9.6,142.0,58.7782608695652,53.73913043478261,18.80434782608696,21.0,89.49671532907814,5.5,11.900000000000002,4.675,0.2,0.2425,1.9,1.05,39.275000000000006,38.775,50.825,37.333333333333336,54.0,35.333333333333336,46.333333333333336,44.666666666666664,39.333333333333336,50.0,56.666666666666664,43.0,55.0,54.0,47.333333333333336,60.333333333333336,49.666666666666664,54.333333333333336,62.0,60.333333333333336,51.666666666666664,66.33333333333333,71.66666666666667,64.66666666666667
18-135,255.7,39.5,43.2,534.75,16.33,47.12,49.6,1.0,1.0,1.0,0.0,0.0,2.84,40.0,26.0,5.333333333333333,57.92307692307693,18.923076923076927,119.6153846153846,77.0,49.375,48.27272727272727,37.25,8.685833333333333,6.448333333333334,55.5,55.67,48.33,27.85,17.17,17.17,23.67,141.92,62.364,58.32,18.16,20.91802257288515,89.49671532833645,5.833333333333333,10.866666666666665,4.566666666666666,0.19999999999999998,0.24666666666666667,1.8666666666666665,1.0833333333333335,39.800000000000004,39.23333333333333,51.28333333333334,37.0,47.333333333333336,36.333333333333336,47.0,45.166666666666664,39.0,50.0,46.333333333333336,43.333333333333336,55.166666666666664,54.166666666666664,48.0,60.0,50.666666666666664,55.166666666666664,62.0,60.833333333333336,54.0,68.0,66.5,65.16666666666667
18-136,259.5,38.6,49.0,467.26,16.24,45.68,49.6,1.0,1.0,1.0,0.0,0.0,3.09,21.0,48.0,1.5,54.1875,21.5625,140.84615384615384,88.6,67.77777777777777,45.3,46.444444444444436,8.807272727272728,6.411818181818182,63.0,62.75,46.5,26.85,4.62,19.0,24.0,142.0,62.12173913043479,57.34782608695652,18.282608695652176,20.926442015350688,89.49671532865659,5.666666666666667,11.6,4.733333333333333,0.20000000000000004,0.25666666666666665,1.8666666666666665,0.6333333333333333,39.96666666666666,39.03333333333333,51.03333333333333,38.0,55.0,40.0,47.0,44.5,38.5,50.0,38.0,43.0,55.0,54.0,47.0,60.0,52.5,53.0,61.5,62.0,51.5,68.5,69.5,65.0
18-138,235.5,35.5,42.2,,16.29,44.56,49.6,1.0,0.0,1.0,0.0,0.0,2.85,17.0,61.0,3.75,59.33333333333334,21.0,141.46153846153842,113.1818181818182,39.72727272727273,43.0,37.66666666666666,7.851111111111113,6.473333333333333,57.0,56.67,45.5,26.95,15.17,18.17,24.0,142.0,59.43181818181818,56.5,18.59090909090909,20.406552284072067,89.49671532851744,5.4,11.95,4.68,0.21000000000000002,0.205,1.8599999999999999,0.6000000000000002,39.09,38.28999999999999,50.540000000000006,38.0,42.4,33.0,49.8,45.2,39.4,50.8,39.0,43.8,55.0,55.0,47.8,62.8,49.6,54.0,64.0,62.4,55.2,67.8,70.2,65.0
18-139,223.4,38.6,42.8,,16.24,43.36,49.6,1.0,0.0,1.0,1.0,0.0,3.11,79.0,23.0,1.5,64.0909090909091,22.454545454545453,170.36363636363637,85.22222222222223,67.4,71.81818181818181,50.4,9.463636363636365,6.853636363636365,55.4,55.2,45.6,27.02,18.6,18.6,24.0,142.0,58.59130434782608,56.30434782608695,18.130434782608692,20.91802257288515,89.49671532845423,4.666666666666667,11.6,4.733333333333333,0.20000000000000004,0.17333333333333334,1.8999999999999997,0.58,39.3,39.06666666666667,51.1,38.0,49.0,37.0,48.75,45.75,39.5,49.0,42.5,45.75,54.5,55.5,47.5,60.0,55.25,54.25,63.5,64.0,54.5,67.75,74.0,65.0
18-140,240.8,42.6,37.1,,15.97,43.68,49.6,1.0,0.0,0.0,1.0,0.0,3.02,46.0,15.5,2.75,38.2,10.2,173.6,94.875,53.28571428571429,46.111111111111114,40.66666666666666,8.261999999999999,6.721000000000001,59.8,56.0,43.6,27.1,0.0,15.3,14.4,142.0,51.05217391304348,42.69565217391305,20.65217391304348,18.901683237804832,89.49671532842967,4.5,12.299999999999999,4.7250000000000005,0.2,0.1725,1.75,0.7749999999999999,38.800000000000004,38.975,50.825,37.5,39.5,29.5,48.5,45.5,39.0,50.75,49.5,44.5,55.25,54.5,47.5,60.5,51.75,56.75,63.25,61.25,57.25,66.5,71.0,65.0
18-141,254.6,40.4,47.3,,15.31,41.84,49.6,1.0,0.0,0.0,1.0,0.0,2.95,149.0,22.5,23.25,30.9,10.8,157.4,80.9,105.44444444444444,59.6,54.4,8.13,6.334545454545454,55.88,58.6,44.4,26.84,19.0,19.0,22.0,142.0,51.16842105263158,43.26315789473684,21.0,20.91451327054989,89.49671532839739,4.0,11.200000000000001,4.7250000000000005,0.2,0.175,1.8250000000000002,0.65,39.15,38.375,50.575,36.5,49.5,33.5,46.0,44.5,40.0,49.75,49.5,44.25,55.0,54.0,47.5,60.0,48.5,55.25,61.25,60.75,54.0,67.25,68.5,64.5
